what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349735934033
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349735934034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349735946037
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349735946039
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349735958041
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349735958042
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349735970044
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349735970046
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349735982048
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349735982050
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349735994053
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349735994055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736006057
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736006059
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736018061
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736018063
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736030065
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736030066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736042069
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736042071
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736054073
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736054075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736066077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736066078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736078081
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736078082
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736090085
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736090086
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736102089
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349736102090
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349791939680
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349793362555
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349793373035
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349793381551
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349793381649
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349793381675
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349793392151
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349793392222
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349793392246
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349793396287
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349793398105
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349793398252
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349793398332
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349793398348
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349793446299
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349793446325
