07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-50.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-181.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-152.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-104.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-214.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-196.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-174.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-67.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-199.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-162.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-133.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-300.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-158.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-207.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-148.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-320.htm
07-05 11:32:32.787   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-139.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-74.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-291.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-70.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-226.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-178.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-284.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-84.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-268.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-254.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-115.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-210.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-149.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-218.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-295.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-110.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-91.htm
07-05 11:32:32.791   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-146.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-160.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-120.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-368.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-239.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-243.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-375.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-262.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-277.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-209.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-314.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-249.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-267.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-231.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-198.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-108.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-364.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-232.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-334.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-286.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-384.htm
07-05 11:32:32.795   545  4630 I DownloadManager: in removeSpuriousFiles, preserving file /data/data/com.android.providers.downloads/cache/metadata-306.htm
